               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.063879,            0.063534,             0.01676,             0.21463,             0.55802,             0.11505,            0.045541,            0.012853,            0.086035,            0.076914,            0.019039,             0.20707,           0.0033267,           0.0033267,             0.07006
                   1,            0.086425,            0.052684,            0.014599,             0.20017,             0.38698,             0.15048,            0.059626,            0.018529,            0.078867,            0.081733,            0.017678,             0.19571,           0.0066587,           0.0066587,            0.040059
                   2,            0.091645,            0.054299,            0.013965,             0.19386,             0.40732,             0.12448,            0.058629,              0.0143,            0.091104,            0.073984,            0.017195,             0.18776,           0.0099854,           0.0099854,            0.010052
                   3,            0.086433,            0.052812,            0.012253,             0.18727,             0.57579,              0.1665,            0.075453,            0.021518,            0.080586,            0.072602,            0.016518,              0.1819,           0.0099822,           0.0099822,           0.0099822
                   4,            0.074299,            0.053227,            0.011701,             0.17881,             0.62502,             0.16593,             0.12791,            0.037794,            0.067114,            0.078084,            0.016198,             0.16896,           0.0099822,           0.0099822,           0.0099822
                   5,            0.071882,            0.056409,            0.011521,             0.16664,             0.46039,             0.19008,             0.10567,            0.033724,            0.071321,            0.080814,            0.015937,             0.15883,           0.0099685,           0.0099685,           0.0099685
                   6,            0.073366,            0.052676,              0.0109,             0.15666,             0.65797,             0.16908,             0.13854,            0.048977,            0.075596,              0.0732,            0.015563,             0.14936,           0.0099508,           0.0099508,           0.0099508
                   7,            0.073851,            0.049193,           0.0099848,             0.14679,             0.49688,             0.18293,               0.129,            0.037098,            0.074532,            0.078551,            0.015126,             0.14367,           0.0099291,           0.0099291,           0.0099291
                   8,             0.07451,            0.049948,           0.0092583,             0.13937,              0.4362,             0.27973,             0.12376,            0.039806,            0.079784,            0.073771,            0.015002,             0.13628,           0.0099037,           0.0099037,           0.0099037
                   9,            0.077076,            0.050063,           0.0095923,             0.13359,             0.49395,             0.20118,             0.11465,            0.039365,            0.077441,            0.077383,             0.01535,             0.13328,           0.0098743,           0.0098743,           0.0098743
                  10,            0.075634,            0.048579,           0.0086796,             0.12981,             0.51014,             0.23865,             0.16904,            0.052193,            0.070276,            0.080321,            0.015092,             0.12722,           0.0098412,           0.0098412,           0.0098412
                  11,            0.073468,            0.050519,           0.0085367,             0.12502,             0.68309,             0.19891,             0.19738,            0.073655,            0.072479,            0.075089,             0.01498,             0.12453,           0.0098042,           0.0098042,           0.0098042
                  12,            0.071942,            0.048137,           0.0084204,             0.12108,             0.43879,             0.25246,             0.10912,            0.039477,            0.088109,            0.069941,            0.014844,             0.11987,           0.0097635,           0.0097635,           0.0097635
                  13,            0.072185,            0.051299,           0.0084349,             0.11889,             0.51332,             0.30273,             0.20379,            0.086275,            0.071646,            0.076869,            0.015191,             0.11932,           0.0097191,           0.0097191,           0.0097191
                  14,            0.069943,            0.050869,           0.0076503,             0.11587,             0.53115,             0.28726,             0.21033,            0.081434,             0.07214,            0.075891,            0.014752,             0.11821,            0.009671,            0.009671,            0.009671
                  15,            0.070669,             0.05045,           0.0079386,              0.1139,             0.56339,             0.27615,             0.19453,            0.067557,            0.065601,            0.077326,            0.014873,              0.1177,           0.0096193,           0.0096193,           0.0096193
                  16,            0.067624,            0.049477,           0.0080667,             0.11087,             0.53406,             0.28897,             0.20888,            0.078513,            0.069262,            0.077873,             0.01472,             0.11302,            0.009564,            0.009564,            0.009564
                  17,            0.068104,            0.050022,           0.0079579,             0.10921,             0.52416,             0.29593,             0.17618,            0.054814,            0.065764,            0.076798,            0.014935,             0.11142,           0.0095052,           0.0095052,           0.0095052
                  18,            0.067098,            0.049714,           0.0072158,             0.10709,             0.51963,             0.28781,             0.20604,            0.082581,            0.066271,            0.082432,            0.014455,             0.11003,            0.009443,            0.009443,            0.009443
                  19,            0.066992,            0.050833,           0.0074393,             0.10672,             0.56368,             0.29728,             0.23239,             0.09628,            0.061005,            0.080281,            0.014978,              0.1092,           0.0093773,           0.0093773,           0.0093773
                  20,            0.064691,            0.048821,           0.0072722,               0.104,              0.5496,             0.31094,              0.2387,            0.093228,            0.059713,            0.084306,            0.014811,             0.10728,           0.0093083,           0.0093083,           0.0093083
                  21,            0.064133,            0.050123,           0.0075556,              0.1032,             0.56123,             0.30217,              0.2211,            0.082503,            0.062848,            0.078841,            0.014768,             0.10804,           0.0092361,           0.0092361,           0.0092361
                  22,            0.063214,             0.05252,           0.0075428,             0.10169,             0.53966,             0.27531,             0.20576,            0.076378,            0.066083,            0.076742,            0.014795,             0.10677,           0.0091606,           0.0091606,           0.0091606
                  23,            0.063112,             0.05112,           0.0072013,             0.10088,             0.57517,             0.30919,              0.2344,            0.094329,            0.062129,            0.082377,            0.014372,             0.10546,           0.0090821,           0.0090821,           0.0090821
                  24,            0.062012,            0.050656,            0.007175,             0.10011,             0.58882,             0.29429,             0.24505,             0.10438,            0.060078,            0.081763,            0.015034,               0.105,           0.0090004,           0.0090004,           0.0090004
                  25,            0.062565,            0.051314,           0.0073007,            0.098389,                0.58,             0.27159,             0.22209,            0.089585,            0.060872,            0.080934,            0.014791,             0.10348,           0.0089159,           0.0089159,           0.0089159
                  26,             0.06189,            0.049879,            0.006906,            0.097785,             0.58257,             0.30466,             0.23643,             0.10204,            0.056448,            0.080146,            0.014506,             0.10379,           0.0088284,           0.0088284,           0.0088284
                  27,            0.059176,            0.052665,           0.0067403,            0.096905,             0.58081,             0.32335,             0.24958,              0.1073,            0.059524,            0.082012,            0.014741,             0.10166,           0.0087382,           0.0087382,           0.0087382
                  28,            0.059523,            0.049812,           0.0066138,            0.096129,             0.58695,                0.31,             0.24034,            0.092794,            0.057699,            0.080346,            0.014687,             0.10289,           0.0086452,           0.0086452,           0.0086452
                  29,            0.059417,            0.048231,           0.0065191,             0.09474,             0.58805,             0.31185,              0.2602,             0.11844,            0.054426,            0.081672,            0.014146,             0.10033,           0.0085497,           0.0085497,           0.0085497
                  30,            0.059009,            0.049243,           0.0064339,            0.093642,             0.57468,             0.32855,             0.25617,             0.11528,            0.059093,            0.080515,            0.014172,            0.099122,           0.0084516,           0.0084516,           0.0084516
                  31,            0.058085,            0.051154,           0.0068172,            0.093061,              0.6139,             0.32371,             0.27299,               0.132,            0.053811,            0.085472,            0.014174,            0.099512,           0.0083511,           0.0083511,           0.0083511
                  32,            0.057499,            0.050553,           0.0068697,            0.092732,             0.63654,              0.3181,             0.28079,             0.12396,             0.05291,            0.086306,             0.01422,            0.099716,           0.0082483,           0.0082483,           0.0082483
                  33,            0.057248,             0.04934,           0.0063318,            0.092321,             0.61917,             0.32524,               0.273,              0.1258,             0.05397,            0.085223,            0.015319,              0.1041,           0.0081433,           0.0081433,           0.0081433
                  34,            0.055918,            0.050452,           0.0066993,            0.091381,             0.61167,             0.30779,             0.26139,             0.11913,            0.053797,            0.081955,            0.014616,            0.098494,           0.0080362,           0.0080362,           0.0080362
                  35,            0.055219,            0.048114,           0.0062587,            0.090389,             0.44978,             0.34288,             0.27954,             0.13277,            0.048723,              0.0865,            0.014456,            0.097392,            0.007927,            0.007927,            0.007927
                  36,            0.054601,            0.051282,           0.0066705,            0.090743,             0.61318,             0.31665,             0.26887,             0.12872,            0.051447,            0.086881,            0.014536,            0.097366,            0.007816,            0.007816,            0.007816
                  37,            0.054102,            0.048576,           0.0060006,            0.089501,             0.63051,             0.33781,             0.27997,             0.13965,            0.050655,            0.081946,            0.014392,            0.096823,           0.0077031,           0.0077031,           0.0077031
                  38,            0.052685,            0.050885,            0.006075,            0.088915,             0.63061,             0.32994,             0.27825,             0.13103,            0.052275,            0.081509,             0.01452,            0.097379,           0.0075886,           0.0075886,           0.0075886
                  39,             0.05386,            0.048161,           0.0059271,            0.088252,             0.62562,             0.33011,              0.2805,             0.14202,            0.048946,            0.084998,            0.014512,            0.096599,           0.0074725,           0.0074725,           0.0074725
                  40,            0.053772,            0.050312,             0.00574,            0.088667,             0.62257,             0.33813,             0.26911,              0.1179,            0.052265,            0.087087,            0.014666,            0.097228,            0.007355,            0.007355,            0.007355
                  41,            0.052562,            0.048739,           0.0062878,            0.088036,             0.63846,             0.33814,              0.2793,             0.13911,            0.050639,            0.084586,            0.016572,             0.10762,           0.0072361,           0.0072361,           0.0072361
                  42,            0.052475,            0.048084,            0.005756,            0.086792,             0.62397,             0.36207,             0.29323,             0.14077,            0.050108,            0.085566,             0.01469,            0.097644,            0.007116,            0.007116,            0.007116
                  43,            0.051595,            0.049717,           0.0058769,            0.086966,             0.64493,             0.32172,             0.28975,             0.14382,            0.049094,            0.084788,            0.014907,            0.097846,           0.0069948,           0.0069948,           0.0069948
                  44,            0.050607,            0.049469,           0.0063245,            0.086145,             0.63551,             0.33842,             0.29178,             0.15741,            0.046642,            0.085914,            0.015493,            0.097442,           0.0068726,           0.0068726,           0.0068726
                  45,            0.050505,            0.048947,           0.0061992,             0.08629,             0.63903,             0.33596,             0.28954,             0.14672,            0.048536,            0.083006,            0.014958,            0.097254,           0.0067495,           0.0067495,           0.0067495
                  46,            0.051252,            0.050587,           0.0061085,            0.086639,             0.63201,             0.35464,             0.28729,             0.14858,            0.047494,            0.084393,            0.014902,            0.094547,           0.0066257,           0.0066257,           0.0066257
                  47,             0.04891,            0.051349,           0.0058629,             0.08575,             0.63555,             0.35967,             0.29293,             0.15491,            0.046762,            0.084298,            0.014451,            0.095331,           0.0065013,           0.0065013,           0.0065013
                  48,            0.049355,            0.049885,           0.0055223,            0.083818,             0.63722,             0.33257,             0.29686,             0.15418,            0.047683,            0.086803,            0.015165,              0.0956,           0.0063764,           0.0063764,           0.0063764
                  49,            0.048657,            0.049951,           0.0057032,            0.084792,             0.64187,             0.33256,             0.29415,             0.15103,            0.048111,             0.08784,            0.015348,            0.099279,           0.0062512,           0.0062512,           0.0062512
                  50,            0.048815,            0.046588,           0.0052992,            0.083469,             0.64846,             0.32345,             0.29132,             0.16148,            0.046095,            0.088682,            0.014695,            0.095447,           0.0061256,           0.0061256,           0.0061256
                  51,            0.047638,            0.047837,           0.0053865,            0.083387,             0.63341,             0.32908,             0.28705,              0.1524,             0.04964,             0.08618,            0.014986,            0.095003,               0.006,               0.006,               0.006
                  52,            0.047619,            0.050293,           0.0055388,            0.083751,             0.61337,             0.32333,             0.27631,             0.14409,            0.047202,            0.085684,            0.015445,            0.097726,           0.0058744,           0.0058744,           0.0058744
                  53,            0.046482,            0.049495,           0.0053614,            0.083091,             0.61872,             0.35116,             0.28591,             0.15448,            0.046251,            0.084797,            0.014875,            0.092805,           0.0057488,           0.0057488,           0.0057488
                  54,            0.047697,            0.049163,           0.0053064,            0.083009,             0.62835,             0.33677,             0.28493,             0.14641,            0.045978,            0.087262,            0.014874,            0.092573,           0.0056236,           0.0056236,           0.0056236
                  55,            0.045841,            0.048072,            0.005467,            0.081908,             0.64164,             0.34049,              0.2828,              0.1522,            0.045766,            0.084929,            0.015446,            0.093924,           0.0054987,           0.0054987,           0.0054987
                  56,            0.046034,             0.05078,           0.0056917,            0.082768,             0.64778,             0.34456,             0.29479,             0.16232,            0.046781,            0.083788,            0.015059,            0.091945,           0.0053743,           0.0053743,           0.0053743
                  57,            0.045874,            0.049615,           0.0049662,            0.081955,             0.64824,             0.32183,             0.28046,             0.15077,             0.04601,            0.084881,             0.01509,            0.092041,           0.0052505,           0.0052505,           0.0052505
                  58,            0.044792,             0.04835,           0.0051842,            0.081902,              0.6499,              0.3454,             0.28746,             0.15023,            0.044629,            0.085109,            0.015338,            0.092534,           0.0051274,           0.0051274,           0.0051274
                  59,            0.044495,            0.047262,           0.0050765,            0.081416,             0.64558,             0.34444,             0.29227,             0.14768,            0.044582,            0.084348,            0.015099,            0.093294,           0.0050052,           0.0050052,           0.0050052
                  60,            0.044699,            0.049346,           0.0049684,            0.080609,             0.65028,             0.34166,             0.28876,             0.15986,            0.044724,            0.084906,            0.015624,            0.090916,            0.004884,            0.004884,            0.004884
                  61,             0.04458,            0.049257,           0.0049258,             0.08102,             0.65987,             0.33973,             0.29549,             0.15787,            0.046335,            0.086198,            0.014961,            0.092799,           0.0047639,           0.0047639,           0.0047639
                  62,            0.042637,            0.049752,           0.0050363,            0.080043,             0.64945,              0.3461,             0.28929,             0.16446,            0.043686,            0.085862,            0.015878,             0.09702,            0.004645,            0.004645,            0.004645
                  63,            0.042886,             0.04687,           0.0048527,            0.079204,             0.64703,             0.34135,             0.28885,             0.15487,            0.044486,            0.087398,             0.01538,            0.092092,           0.0045275,           0.0045275,           0.0045275
                  64,            0.043231,              0.0481,           0.0048251,            0.079912,             0.65144,             0.33483,             0.29255,             0.16295,            0.044074,            0.086061,             0.01552,            0.092379,           0.0044114,           0.0044114,           0.0044114
                  65,             0.04299,            0.047536,           0.0048464,            0.080084,              0.6464,             0.32169,             0.29422,             0.17074,            0.043309,            0.088682,            0.015281,            0.092278,           0.0042969,           0.0042969,           0.0042969
                  66,            0.041637,            0.049459,           0.0048129,            0.080103,             0.63769,             0.35754,             0.29884,             0.17702,            0.042394,            0.086729,            0.015208,            0.091682,            0.004184,            0.004184,            0.004184
                  67,            0.041582,            0.047911,           0.0043657,            0.079288,             0.46739,             0.34934,             0.29701,             0.16897,            0.043784,            0.087888,            0.015389,            0.094457,            0.004073,            0.004073,            0.004073
                  68,            0.041567,            0.048566,           0.0046001,            0.079267,             0.63802,             0.34253,             0.29088,             0.16856,            0.043214,            0.089656,            0.015381,            0.090427,           0.0039638,           0.0039638,           0.0039638
                  69,            0.040331,            0.048406,           0.0048528,            0.078732,             0.64712,             0.33976,              0.2958,             0.17665,             0.04267,            0.087217,            0.015327,            0.090277,           0.0038567,           0.0038567,           0.0038567
                  70,             0.04003,            0.046028,           0.0044573,            0.077896,             0.65949,             0.32383,             0.29836,             0.16795,            0.043847,            0.087878,            0.014947,            0.089957,           0.0037517,           0.0037517,           0.0037517
                  71,            0.039916,            0.047531,           0.0047568,            0.078264,             0.47276,             0.34359,             0.29892,              0.1761,            0.042209,            0.088452,            0.014972,            0.088646,           0.0036489,           0.0036489,           0.0036489
                  72,            0.039884,            0.048172,            0.004624,            0.078465,             0.62983,             0.35813,              0.3008,             0.17219,            0.042199,            0.086987,             0.01528,            0.087834,           0.0035484,           0.0035484,           0.0035484
                  73,            0.039375,            0.046747,           0.0044734,            0.077169,             0.47869,             0.33889,             0.29448,             0.17044,            0.042432,            0.088435,            0.015259,            0.088623,           0.0034503,           0.0034503,           0.0034503
                  74,            0.039668,            0.046999,           0.0044799,            0.078103,             0.47968,             0.34837,             0.29914,             0.17215,            0.041994,            0.086698,             0.01518,            0.088577,           0.0033548,           0.0033548,           0.0033548
                  75,            0.038555,            0.047622,           0.0041421,            0.077567,             0.64555,             0.34089,             0.30295,             0.17551,            0.041977,            0.085854,            0.015002,            0.089359,           0.0032618,           0.0032618,           0.0032618
                  76,            0.039665,            0.047262,           0.0044109,            0.077227,             0.63587,             0.35654,             0.29655,             0.17195,             0.04252,            0.087407,            0.014735,            0.088342,           0.0031716,           0.0031716,           0.0031716
                  77,            0.039098,            0.047654,           0.0044042,            0.077134,             0.47107,             0.34956,             0.29934,             0.17414,            0.041938,            0.084907,            0.014828,            0.087135,           0.0030841,           0.0030841,           0.0030841
                  78,            0.038031,            0.046626,           0.0040895,            0.076265,             0.46716,             0.34316,             0.29548,             0.17228,            0.041784,            0.086455,            0.015324,            0.088931,           0.0029996,           0.0029996,           0.0029996
                  79,            0.037738,            0.047933,           0.0043369,            0.076465,             0.49578,             0.32237,             0.29661,             0.17088,            0.042153,            0.087261,            0.015325,            0.090466,           0.0029179,           0.0029179,           0.0029179
                  80,            0.036971,            0.045699,           0.0040842,            0.076866,             0.63929,             0.32521,              0.2883,             0.17097,            0.042149,            0.089305,            0.016261,            0.093744,           0.0028394,           0.0028394,           0.0028394
                  81,            0.037249,            0.047059,           0.0041736,            0.075825,              0.4829,             0.32307,              0.2979,             0.17719,            0.042141,            0.087979,            0.015772,            0.092077,           0.0027639,           0.0027639,           0.0027639
                  82,            0.036544,            0.046537,           0.0039676,            0.077139,             0.30396,             0.34308,             0.29473,             0.17739,            0.041704,            0.089558,            0.015473,            0.089765,           0.0026917,           0.0026917,           0.0026917
                  83,            0.036908,            0.046783,           0.0038324,             0.07677,             0.32258,             0.32957,             0.29429,             0.17499,            0.042053,            0.089376,             0.01601,            0.089958,           0.0026227,           0.0026227,           0.0026227
                  84,             0.03657,            0.047647,           0.0040584,            0.075882,             0.48265,             0.33379,             0.29466,             0.17171,            0.041972,            0.090018,            0.015869,             0.08873,            0.002557,            0.002557,            0.002557
                  85,            0.035773,            0.047003,           0.0037674,            0.076013,             0.63879,             0.33646,             0.29488,             0.17683,            0.041735,            0.091375,             0.01621,            0.089324,           0.0024948,           0.0024948,           0.0024948
                  86,            0.035682,            0.047505,           0.0039994,            0.075827,             0.48177,             0.33421,               0.299,             0.18288,            0.041304,            0.091337,            0.015997,            0.090198,            0.002436,            0.002436,            0.002436
                  87,             0.03702,            0.046017,           0.0040056,             0.07548,             0.47562,             0.35189,             0.30046,             0.18046,            0.041767,            0.088859,            0.015763,            0.090418,           0.0023807,           0.0023807,           0.0023807
                  88,            0.035746,            0.046835,           0.0038357,            0.075527,             0.32822,             0.32729,             0.29806,             0.17548,            0.041827,            0.089317,             0.01606,            0.089182,            0.002329,            0.002329,            0.002329
                  89,            0.035287,            0.044535,           0.0038557,            0.074842,             0.50297,             0.32578,             0.30012,             0.17991,             0.04208,            0.086981,            0.015728,            0.087976,           0.0022809,           0.0022809,           0.0022809
                  90,            0.035016,             0.04551,           0.0036091,            0.074717,             0.50253,             0.33072,             0.30997,             0.19104,             0.04144,             0.08971,            0.015647,            0.089531,           0.0022365,           0.0022365,           0.0022365
                  91,            0.035596,            0.047159,           0.0039118,            0.075058,             0.48815,             0.33954,              0.3003,             0.18293,            0.041188,            0.090123,            0.015767,            0.087101,           0.0021958,           0.0021958,           0.0021958
                  92,            0.035621,            0.047001,           0.0035074,            0.075097,             0.65821,             0.32905,             0.29625,             0.17668,             0.04131,            0.089469,            0.015734,            0.088018,           0.0021588,           0.0021588,           0.0021588
                  93,            0.034457,            0.046853,           0.0036292,            0.075009,              0.3246,             0.32786,             0.29841,              0.1814,            0.041231,            0.089023,            0.015657,            0.087212,           0.0021257,           0.0021257,           0.0021257
                  94,            0.034391,            0.045513,           0.0038252,              0.0744,             0.49229,             0.32742,             0.29751,             0.17944,            0.041812,            0.089032,            0.015607,            0.087714,           0.0020963,           0.0020963,           0.0020963
                  95,            0.034472,            0.047516,           0.0039712,            0.075065,             0.48667,             0.32876,             0.29772,             0.18011,            0.041616,            0.091427,            0.016327,            0.088553,           0.0020709,           0.0020709,           0.0020709
                  96,            0.034242,            0.046006,           0.0034268,            0.074313,             0.31166,             0.32997,             0.29549,             0.17938,             0.04157,            0.092402,            0.016431,            0.089036,           0.0020492,           0.0020492,           0.0020492
                  97,            0.034196,            0.046872,           0.0037955,            0.074888,             0.32543,              0.3341,             0.29583,             0.17947,            0.041498,            0.090711,            0.016249,            0.089511,           0.0020315,           0.0020315,           0.0020315
                  98,            0.034778,            0.046261,           0.0036335,            0.075137,              0.4848,             0.33861,             0.29933,             0.18061,            0.041223,            0.089593,            0.015684,            0.087647,           0.0020178,           0.0020178,           0.0020178
                  99,            0.033694,             0.04517,           0.0034207,            0.074965,             0.31296,             0.33651,             0.29844,             0.18049,            0.041254,             0.09332,            0.016029,            0.087176,           0.0020079,           0.0020079,           0.0020079
